,Split2,Split3,Split4,Split5
0,0.0008724617655389011,0.0008090310730040073,0.0003660503716673702,0.0003584223741199821
1,0.0015481170266866684,0.0007560394587926567,0.00043395752436481416,0.0003158616600558162
2,0.0015591250266879797,0.0007325592450797558,0.0005676437285728753,0.00019518424232956022
3,0.0013216898078098893,0.000969582877587527,0.0010917335748672485,0.00015925345360301435
4,0.0007699666311964393,0.0012829022016376257,0.0023011667653918266,0.00017787751858122647
5,0.00043260236270725727,0.0010213872883468866,0.004095969256013632,0.00027746614068746567
6,0.00038439067429862916,0.0013665886363014579,0.006051975768059492,0.000572727934923023
7,0.00037722362321801484,0.0007019687909632921,0.0019753314554691315,0.0011084729339927435
8,0.0004203227290417999,0.0009406486642546952,0.004218081012368202,0.0013398436130955815
9,0.0005147624178789556,0.0007471243152394891,0.0006009379285387695,0.000839126470964402
10,0.0007155581843107939,0.0005869279848411679,0.0003688945434987545,0.0004512853338383138
11,0.0011332868598401546,0.00045966263860464096,0.00026233354583382607,0.0002446840226184577
12,0.001791225397028029,0.0003537566226441413,0.0002457911614328623,0.0001769435330061242
13,0.0022981164511293173,0.00029943432309664786,0.00024034446687437594,0.00015463036834262311
14,0.0019501461647450924,0.0002661333710420877,0.0002331191790290177,0.00015211181016638875
15,0.0010136186610907316,0.00024668985861353576,0.00023079568927641958,0.0001514239702373743
16,0.0004957941127941012,0.00023554310610052198,0.0002297123719472438,0.00015296762285288423
17,0.0004170807369519025,0.00023217633133754134,0.00022885610815137625,0.00015335709031205624
18,0.0004841547051910311,0.00023561215493828058,0.0002280595654156059,0.0001552541070850566
19,0.0004618944658432156,0.0002490277693141252,0.00022747652838006616,0.00015850385534577072
20,0.00042751559522002935,0.00027706281980499625,0.00022717540559824556,0.00016433550626970828
21,0.00039164567715488374,0.0003357090463396162,0.0002275478036608547,0.00017380082863382995
22,0.0003590819251257926,0.0004654893418774009,0.0002287577954120934,0.00019188511942047626
23,0.000341488717822358,0.0007386471261270344,0.0002304231165908277,0.00022549214190803468
24,0.000332240218995139,0.0012479915749281645,0.00023316635633818805,0.00029069429729133844
25,0.0003328168822918087,0.0017086879815906286,0.00023764048819430172,0.0004046763351652771
26,0.0003390425117686391,0.0014222771860659122,0.0002460810646880418,0.0005427979631349444
27,0.0003481249150354415,0.000812502927146852,0.00025981420185416937,0.0006216109031811357
28,0.0003582914068829268,0.0003744902787730098,0.0002832839672919363,0.0005874789785593748
29,0.00036731691216118634,0.00025264904252253473,0.0003231567097827792,0.00043302177800796926
30,0.0003759242536034435,0.0002533519291318953,0.0003828966582659632,0.00027086996124126017
31,0.0003842147416435182,0.0002759286726359278,0.00046790711348876357,0.0001802610931918025
32,0.0003922229807358235,0.0002747018588706851,0.0005618802970275283,0.0001584500860190019
33,0.0004027597024105489,0.00029884319519624114,0.0006339394603855908,0.00015630159759894013
34,0.00041758239967748523,0.0002931868948508054,0.0006661406951025128,0.00015158337191678584
35,0.00043759215623140335,0.0002955672680400312,0.0006544242496602237,0.0001453730365028605
36,0.00046040042070671916,0.00029663569875992835,0.0006042743916623294,0.00014049085439182818
37,0.0005047506419941783,0.0002866040449589491,0.0005332948639988899,0.00013910270354244858
38,0.0005880372482351959,0.0003010103537235409,0.0004581933608278632,0.0001387898373650387
39,0.0006580670014955103,0.0002870031457860023,0.00042353334720246494,0.00013967309496365488
40,0.0007940751384012401,0.0003035606350749731,0.0004769174847751856,0.00014833039313089103
41,0.0009526911308057606,0.0002918813261203468,0.0005443521658889949,0.00016606775170657784
42,0.0011146253673359752,0.0003108487871941179,0.0005619266303256154,0.00021535714040510356
43,0.00115116941742599,0.00030074233654886484,0.0005189633229747415,0.0003652793529909104
44,0.0009371264604851604,0.000321636616718024,0.0004562482354231179,0.0007440157933160663
45,0.0005944331642240286,0.00030687852995470166,0.0004122995014768094,0.0012208321131765842
46,0.00037075227010063827,0.0003204168169759214,0.0003850781067740172,0.00112078245729208
47,0.0003426402690820396,0.00031053763814270496,0.00037319405237212777,0.0006686457782052457
48,0.0004946411936543882,0.0003316775837447494,0.00036710791755467653,0.00023397964832838625
49,0.0005234076525084674,0.0003350249899085611,0.00037424691254273057,0.00015685598191339523
